original_word	ner	m_ner
and	O	O
thinks	O	O
you	B-PERX	O
’re	O	O
not	O	O
a	B-PERX	O
gentleman	I-PERX	O
.	O	O
His	B-PERX	O
old	I-PERX	O
fellow	I-PERX	O
made	O	O
his	O	O
tin	O	O
by	O	O
selling	O	O
jalap	O	O
to	O	O
Zulus	B-PERX	O
or	O	O
some	B-PERX	O
bloody	I-PERX	O
swindle	I-PERX	O
or	O	O
other	I-PERX	O
.	O	O
God	O	O
,	O	O
Kinch	B-PERSON	O
,	O	O
if	O	O
you	B-PERX	O
and	O	O
I	B-PERX	O
could	O	O
only	O	O
work	O	O
together	O	O
we	B-PERX	O
might	O	O
do	O	O
something	O	O
for	O	O
the	O	O
island	O	O
.	O	O
Hellenise	O	O
it	O	O
.	O	O
Cranly	O	O
’s	O	O
arm	O	O
.	O	O
His	O	O
arm	O	O
.	O	O
—	O	O
And	O	O
to	O	O
think	O	O
of	O	O
your	O	O
having	O	O
to	O	O
beg	O	O
from	O	O
these	B-PERX	O
swine	I-PERX	O
.	O	O
I	B-PERX	O
’m	O	O
the	B-PERX	O
only	I-PERX	O
one	I-PERX	O
that	O	O
knows	O	O
what	O	O
you	B-PERX	O
are	O	O
.	O	O
Why	O	O
do	O	O
n’t	O	O
you	B-PERX	O
trust	O	O
me	B-PERX	O
more	O	O
?	O	O
What	O	O
have	O	O
you	B-PERX	O
up	O	O
your	B-PERX	O
nose	O	O
against	O	O
me	B-PERX	O
?	O	O
Is	O	O
it	O	O
Haines	B-PERSON	O
?	O	O
If	O	O
he	B-PERX	O
makes	O	O
any	O	O
noise	O	O
here	O	O
I	O	O
’ll	O	O
bring	O	O
down	O	O
Seymour	B-PERSON	O
and	O	O
we	B-PERX	O
’ll	O	O
give	O	O
him	B-PERX	O
a	O	O
ragging	O	O
worse	O	O
than	O	O
they	B-PERX	O
gave	O	O
Clive	B-PERSON	O
Kempthorpe	I-PERSON	O
.	O	O
