original_word	ner	m_ner
I	B-PERX	O
's	O	O
gwyne	O	O
to	O	O
do	O	O
:	O	O
I	B-PERX	O
's	O	O
gwyne	O	O
to	O	O
set	O	O
down	O	O
here	O	O
and	O	O
listen	O	O
tell	O	O
I	B-PERX	O
hears	O	O
it	O	O
agin	O	O
.	O	O
”	O	O
So	O	O
he	B-PERX	O
set	O	O
down	O	O
on	O	O
the	O	O
ground	O	O
betwixt	O	O
me	B-PERX	O
and	O	O
Tom	B-PERSON	O
.	O	O
He	B-PERX	O
leaned	O	O
his	O	O
back	O	O
up	O	O
against	O	O
a	O	O
tree	O	O
,	O	O
and	O	O
stretched	O	O
his	O	O
legs	O	O
out	O	O
till	O	O
one	O	O
of	O	O
them	O	O
most	O	O
touched	O	O
one	O	O
of	O	O
mine	O	O
.	O	O
My	O	O
nose	O	O
begun	O	O
to	O	O
itch	O	O
.	O	O
It	O	O
itched	O	O
till	O	O
the	O	O
tears	O	O
come	O	O
into	O	O
my	O	O
eyes	O	O
.	O	O
But	O	O
I	B-PERX	O
das	O	O
n't	O	O
scratch	O	O
.	O	O
Then	O	O
it	O	O
begun	O	O
to	O	O
itch	O	O
on	O	O
the	O	O
inside	O	O
.	O	O
Next	O	O
I	B-PERX	O
got	O	O
to	O	O
itching	O	O
underneath	O	O
.	O	O
I	B-PERX	O
did	O	O
n't	O	O
know	O	O
how	O	O
I	B-PERX	O
was	O	O
going	O	O
to	O	O
set	O	O
still	O	O
.	O	O
This	O	O
miserableness	O	O
went	O	O
on	O	O
as	O	O
much	O	O
as	O	O
six	O	O
or	O	O
seven	O	O
minutes	O	O
;	O	O
but	O	O
it	O	O
seemed	O	O
a	O	O
sight	O	O
longer	O	O
than	O	O
that	O	O
.	O	O
I	B-PERX	O
was	O	O
itching	O	O
in	O	O
eleven	O	O
different	O	O
places	O	O
now	O	O
.	O	O
I	B-PERX	O
reckoned	O	O
I	B-PERX	O
could	O	O
n't	O	O
stand	O	O
it	O	O
more	O	O
'n	O	O
a	O	O
minute	O	O
longer	O	O
,	O	O
but	O	O
I	B-PERX	O
set	O	O
my	O	O
teeth	O	O
hard	O	O
and	O	O
got	O	O
ready	O	O
to	O	O
try	O	O
.	O	O
Just	O	O
then	O	O
Jim	B-PERSON	O
begun	O	O
to	O	O
breathe	O	O
heavy	O	O
;	O	O
next	O	O
he	B-PERX	O
begun	O	O
to	O	O
snore	O	O
--	O	O
and	O	O
then	O	O
I	B-PERX	O
was	O	O
pretty	O	O
soon	O	O
comfortable	O	O
again	O	O
.	O	O

