original_word	ner	m_ner
me	B-PERX	O
not	O	O
to	O	O
go	O	O
;	O	O
at	O	O
least	O	O
to	O	O
wait	O	O
a	O	O
day	O	O
or	O	O
two	O	O
before	O	O
starting	O	O
.	O	O
It	O	O
was	O	O
all	O	O
very	O	O
ridiculous	O	O
but	O	O
I	B-PERX	O
did	O	O
not	O	O
feel	O	O
comfortable	O	O
.	O	O
However	O	O
,	O	O
there	O	O
was	O	O
business	O	O
to	O	O
be	O	O
done	O	O
,	O	O
and	O	O
I	B-PERX	O
could	O	O
allow	O	O
nothing	O	O
to	O	O
interfere	O	O
with	O	O
it	O	O
.	O	O
I	B-PERX	O
therefore	O	O
tried	O	O
to	O	O
raise	O	O
her	B-PERX	O
up	O	O
,	O	O
and	O	O
said	O	O
,	O	O
as	O	O
gravely	O	O
as	O	O
I	B-PERX	O
could	O	O
,	O	O
that	O	O
I	B-PERX	O
thanked	O	O
her	B-PERX	O
,	O	O
but	O	O
my	O	O
duty	O	O
was	O	O
imperative	O	O
,	O	O
and	O	O
that	O	O
I	B-PERX	O
must	O	O
go	O	O
.	O	O
She	B-PERX	O
then	O	O
rose	O	O
and	O	O
dried	O	O
her	O	O
eyes	O	O
,	O	O
and	O	O
taking	O	O
a	O	O
crucifix	O	O
from	O	O
her	O	O
neck	O	O
offered	O	O
it	O	O
to	O	O
me	B-PERX	O
.	O	O
I	B-PERX	O
did	O	O
not	O	O
know	O	O
what	O	O
to	O	O
do	O	O
,	O	O
for	O	O
,	O	O
as	O	O
an	B-PERX	O
English	I-PERX	O
Churchman	I-PERX	O
,	O	O
I	B-PERX	O
have	O	O
been	O	O
taught	O	O
to	O	O
regard	O	O
such	O	O
things	O	O
as	O	O
in	O	O
some	O	O
measure	O	O
idolatrous	O	O
,	O	O
and	O	O
yet	O	O
it	O	O
seemed	O	O
so	O	O
ungracious	O	O
to	O	O
refuse	O	O
an	B-PERX	O
old	I-PERX	O
lady	I-PERX	O
meaning	O	O
so	O	O
well	O	O
and	O	O
in	O	O
such	O	O
a	O	O
state	O	O
of	O	O
mind	O	O
.	O	O
She	B-PERX	O
saw	O	O
,	O	O
I	B-PERX	O
suppose	O	O
,	O	O
the	O	O
doubt	O	O
in	O	O
my	O	O
face	O	O
,	O	O
for	O	O
she	B-PERX	O
put	O	O
the	O	O
rosary	O	O
round	O	O
my	O	O
neck	O	O
,	O	O
and	O	O
said	O	O
,	O	O
"	O	O
For	O	O
your	B-PERX	O
mother	I-PERX	O
's	O	O
sake	O	O
,	O	O
"	O	O
and	O	O
went	O	O
out	O	O
of	O	O
the	O	O
room	O	O
.	O	O
I	B-PERX	O
am	O	O
writing	O	O
up	O	O
this	O	O
part	O	O
of	O	O
the	O	O
diary	O	O
whilst	O	O
I	B-PERX	O
am	O	O
waiting	O	O
for	O	O
the	O	O
coach	O	O
,	O	O
which	O	O
is	O	O
,	O	O
of	O	O
course	O	O
,	O	O
late	O	O
;	O	O
and	O	O
the	O	O
crucifix	O	O
is	O	O
still	O	O
round	O	O
my	O	O
neck	O	O
.	O	O
Whether	O	O
it	O	O
is	O	O
the	B-PERX	O
old	I-PERX	O
lady	I-PERX	O
's	O	O
fear	O	O
,	O	O
or	O	O
the	O	O
many	O	O
ghostly	O	O
traditions	O	O
of	O	O
this	O	O
place	O	O
,	O	O
or	O	O
the	O	O
crucifix	O	O
itself	O	O
,	O	O
I	B-PERX	O
do	O	O
not	O	O
know	O	O
,	O	O
but	O	O
I	B-PERX	O
am	O	O
not	O	O
feeling	O	O
nearly	O	O
as	O	O
easy	O	O
in	O	O
my	O	O
mind	O	O
as	O	O
usual	O	O
.	O	O
If	O	O
this	O	O
book	O	O
should	O	O
ever	O	O
reach	O	O
Mina	B-PERSON	O
before	O	O
I	B-PERX	O
do	O	O
,	O	O
let	O	O
it	O	O
bring	O	O
my	O	O
good	O	O
-	O	O
bye	O	O
.	O	O
Here	O	O
comes	O	O
the	O	O
coach	O	O
!	O	O


